artist,song,lyrics,emotion
BTS (방탄소년단),Dynamite,jungkook 'cause i i i'm in the stars tonight so watch me bring the fire and set the night alight   jungkook shoes on get up in the morn' cup of milk let's rock and roll king kong kick the drum rolling on like a rolling stone sing song when i'm walkin' home jump up to the top lebron dingdong call me on my phone ice tea and a game of ping pong  pre rm jhope this is gettin' heavy can you hear the bass boom i'm ready woohoo life is sweet as honey yeah this beat chaching like money huh disco overload i'm into that i'm good to go i'm diamond you know i glow up hey so let's go   jungkook jimin 'cause i i i'm in the stars tonight so watch me bring the fire and set the night alight hey shinin' through the city with a little funk and soul so i'ma light it up like dynamite woahohoh   v rm bring a friend join the crowd whoever wanna come along word up talk the talk just move like we off the wall day or night the sky's alight so we dance to the break of dawn hey ladies and gentlemen i got the medicine so you should keep ya eyes on the ball  pre suga jimin rm huh this is gettin' heavy can you hear the bass boom i'm ready woohoo life is sweet as honey yeah this beat chaching like money huh disco overload i'm into that i'm good to go i'm diamond you know i glow up let's go   jungkook v 'cause i i i'm in the stars tonight so watch me bring the fire and set the night alight hey shinin' through the city with a little funk and soul so i'ma light it up like dynamite woahohoh  post jungkook jimin jin dynnanana nanananana nanana life is dynamite dynnanana nanananana nanana life is dynamite shinin' through the city with a little funk and soul so i'ma light it up like dynamite woahohoh   jungkook jhope jimin v dynnanana nana nana ayy dynnanana nana nana ayy dynnanana nana nana ayy light it up like dynamite dynnanana nana nana ayy dynnanana nana nana ayy dynnanana nana nana ayy light it up like dynamite   jimin jungkook jin 'cause i i i'm in the stars tonight so watch me bring the fire and set the night alight shinin' through the city with a little funk and soul so i'ma light it up like dynamite this is ah 'cause i i i'm in the stars tonight so watch me bring the fire and set the night alight alight oh shinin' through the city with a little funk and soul so i'ma light light it it up up like like dynamite dynamite woahohoh  post jungkook jimin v dynnanana nanananana nanana life is dynamite life is dynamite dynnanana nanananana nanana life is dynamite oh shinin' through the city with a little funk and soul so i'ma light it up like dynamite woahohoh,joy
Ariana Grande,Knew Better / Forever Boy [DWT Version],part i knew better   say you could turn me on boy but that's about it you can say what you wanna but i wouldn't believe it you could write all them songs that's the game that you play tryna right all them wrongs but you can't make me stay  pre cause i see right through you boy and i ain't feeling you no more i ain't feelin' you no more i ain't feelin' you no more   if you knew better boy you would do better can't nobody love you like i do baby i could do better boy if you knew better you would do better baby if you love me like i love you maybe we could be together cause ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me baby   make a mistake you better learn from it play with tea you get burned from it my daddy always told me if he makes you cry he ain't the one you better run from him used to get to me mentally i don't fuck with your energy if you knew better you would do better but you don't know shit so i'll do better got a new 'do and some new shoes just to go with my new boo loving me like he used to and i ain't even worried 'bout it this time i know he gon' be the one to treat me just right just right never had a motherfucker this tight so baby this is what your soulmate look like i look good right   if you knew better boy you would do better can't nobody love you like i do baby i could do better boy if you knew better you would do better baby if you love me like i love you maybe we could be together 'cause ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me baby   ain't nobody like me ain't nobody like me  part ii forever boy   never been with a boy more than six months i couldn't do it got too used to it ain't nobody ever kept my attention they couldn't do it yeah boy they blew it  pre but you showed me what it means to be happy ever after in love forever and you gave me the key to all your love and all your pleasure boy you're my treasure   oh be forever mine you and i oh be forever mine boy all the time you're my forever boy you're my forever boy you're my forever boy you're my forever boy   been friends for a minute so you know just what i like you know my mind even seen boys come and go so you know what makes me cry see you're the one that treat me right  pre but you showed me what it means to be happy ever after in love forever and you gave me the key to all your love and all your pleasure boy you're my treasure   oh be forever mine you and i oh be forever mine boy all the time mine time mine time you're my forever boy you're my forever boy you're my forever boy you're my forever boy,joy
Beyoncé,Statement on Jay Z and Solange fight,as a result of the public release of the elevator security footage from monday may 5th there has been a great deal of speculation about what triggered the unfortunate incident but the most important thing is that our family has worked through it jay and solange each assume their share of responsibility for what has occurred they both acknowledge their role in this private matter that has played out in the public they both have apologized to each other and we have moved forward as a united family,sadness
Beyoncé,Bad,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Born This Way / Express Yourself,it doesn't matter if you love him or capital him m m m m just put your paws up 'cause you were born this way baby  my mama told me when i was young we are all born superstars she rolled my hair and put my lipstick on in the glass of her boudoir  there's nothing wrong with loving who you are she said 'cause he made you perfect babe so hold your head up girl and you'll go far listen to me when i say  i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way  don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way born this way  ooh there ain't no other way baby i was born this way baby i was born this way born this way  ooh there ain't no other way baby i was born this way i'm on the right track baby i was born this way  don't be a drag just be a queen don't be a drag just be a queen don't be a drag just be a queen don't be don't be don't be  give yourself prudence and love your friends subway kid rejoice your truth in the religion of the insecure i must be myself respect my youth  a different lover is not a sin believe capital him hey i love my life i love this record and mi amore vole fe yah love needs faith  i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way  don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way  ooh there ain't no other way baby i was born this way baby i was born this way born this way  ooh there ain't no other way baby i was born this way i'm on the right track baby i was born this way  don't be don't be a drag just be a queen whether you're broke or evergreen you're black white beige chola descent you're lebanese you're orient  whether life's disabilities left you outcast bullied or teased rejoice and love yourself today 'cause baby you were born this way  no matter gay straight or bi lesbian transgendered life i'm on the right track baby i was born to survive  no matter black white or beige chola or orient made i'm on the right track baby i was born to be brave  i'm beautiful in my way 'cause god makes no mistakes i'm on the right track baby i was born this way  don't hide yourself in regret just love yourself and you're set i'm on the right track baby i was born this way yeah  ooh there ain't no other way baby i was born this way baby i was born this way born this way  ooh there ain't no other way baby i was born i'm on the right track baby i was born this way  i was born this way hey i was born this way hey i'm on the right track baby i was born this way hey  i was born this way hey i was born this way hey i'm on the right track baby i was born this way hey  same dna but born this way same dna but born this way   come on girls do you believe in love cause i got something to say about it and it goes something like this    don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real   you don't need diamond rings or eighteen karat gold fancy cars that go very fast you know they never last no no what you need is a big strong hand to lift you to your higher ground make you feel like a queen on a throne make him love you till you can't come down    don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real   long stem roses are the way to your heart but he needs to start with your head satin sheets are very romantic what happens when you're not there you deserve the best in life so if the time isn't right then move on second best is never enough you'll do much better baby on your own    don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real    express yourself you've got to make him express himself hey hey hey hey so if you want it right now make him show you how express what he's got oh baby ready or not  refrain and when you're gone he might regret it think about the love he once had try to carry on but he just won't get it he'll be back on his knees  breakdown to express himself you've got to make him express himself hey hey   what you need is a big strong hand to lift you to your higher ground make you feel like a queen on a throne make him love you till you can't come down,love
Ariana Grande,Spent It,lyrics for this song have yet to be released please check back once the song has been released,joy
Billie Eilish,Unreleased Songs [Discography List],note an asterisk  next to a song title denotes that the song title has not been officially confirmed aaliens on earth another stupid song bbad company  so n so because im in love with you cddaddy efggood guess hhow many secrets can you keep ii dont know i just wish i wasnt breathing jjupiter kllet me know limbo lyin  ya mnoppuzzle qrsshady sick ttrue blue uunderneath use me vwwhy not winner xyz688,sadness
Beyoncé,Get Me Bodied (Beyoncé Experience Live),beyoncé 948 b'day   beyoncé  swizz beatz mission one i'ma put this on when he see me in this dress i'ma get me some hey mission two gotta make that call tell 'em get the bottles popping when they play my song hey mission three got my three best friends like we do it all the time we gon' do it again hey mission four got the vintage rolls drop a couple hundreds tell 'em leave it at the door i ain't worried doing me tonight a little sweat ain't never hurt nobody while y'all standing on the wall i'm the one tonight    beyoncé  swizz beatz getting bodied getting bodied getting bodied getting bodied getting bodied if you want my body won't you get me bodied you want my body won't you get me bodied can you get me bodied i wanna be myself tonight can you get me bodied i wanna be myself tonight don't you see my body i wanna let it out tonight wanna party wanna dance wanna be myself tonight get me bodied   beyoncé  swizz beatz mission five skip to the front of the line let me fix my hair 'fore i go inside hey mission six gotta check these chicks 'cause you know they gon' block when i take these flicks hey mission seven gotta make my rounds giving eyes to the guys now i think i found him hey mission eight while we're conversating we can skip small talk let's get right to the chase i ain't worried doing me tonight a little sweat ain't never hurt nobody while y'all standing on the wall i'm the one tonight    beyoncé  swizz beatz getting bodied getting bodied getting bodied getting bodied getting bodied if you want my body won't you get me bodied you want my body won't you get me bodied hey you should see my body i gotta know enough to know if you can get me bodied i'm kinda tight i'm feeling right enough to see somebody i wanna let it off tonight wanna dance wanna party wanna be myself tonight can you get me bodied i wanna be myself tonight can you get me bodied i wanna be myself tonight don't you see my body i wanna let it out tonight wanna party wanna dance wanna be myself tonight get me bodied   beyoncé  swizz beatz baby all i want is to let it go ain't no worries no we can dance all night get me bodied that means come closer to me while we grind to the beat and your body's touching me all i need is to let it be ain't no worries no boy dance with me feel my body don't stop just come closer to me while we grind to the beat and your body's touching my body getting bodied ain't no shame 'cause i gotta get mine i swing my hair kick off my shoes come here boy let me work on you i ain't worried doing me tonight a little sweat ain't never hurt nobody while y'all standing on the wall i'm the one tonight    beyoncé  swizz beatz getting bodied getting bodied getting bodied getting bodied getting bodied if you want my body won't you get me bodied you want my body won't you get me bodied hey   beyoncé  swizz beatz ladies on the floor all my ladies on the floor if you ready get it ready let's get it and drop it drop down low and sweep the floor with it dropdrop down low and sweep the floor with it drop down low and sweep the floor with it dropdrop down low and sweep the floor with it do the uhoh do the uhoh do the uhohuhoh uhohohnono do the uhoh do the uhoh do the uhohuhoh uhohohnono pat your weave ladies patpatpat your weave ladies watch it while he check up on it pat your weave ladies patpatpat your weave ladies watch it while he check up on it ticktickticktick fight now ticktickticktickticktick fight ticktickticktick fight now ticktickticktickticktick fight now pose for the camera now flickflick pose for the camera now flickflick pose for the camera now flickflick pose for the camera now flickflick do an old school dance an old school dance an old school dance do an old school do an old school dance an old school dance an old school dance do an old school stop now cool offcool off cool offcool off drop now cooloffcool off cool offcool off wind it back girl wind it back girl make your hair touch the floor wind it back wind it back girl wind it back girl make your hair touch the floor wind it back drop to your knees arch your back girl shakeshake it like that alley cat dropdrop to your knees arch your back girl shakeshake it like that alley cat shake your derriere in them dereon's shakeshake your derriere in the house of dereon shake your derriere in them dereon's shakeshake your derriere in the house of dereon do the scissor leg touch your heels touch your toes do the scissor leg touch your heels touch your toes do the scissor leg touch your heels touch your toes do the scissor leg touch your heels touch your toes do the naomi campbell walk naomi campbell walk walk across the room like naomi campbell do the naomi campbell walk naomi campbell walk walk across the room like naomi campbell snap for the kids snap for the kids snap in a circle three times snap for the kids snap for the kids snap in a circle three times i touch your body while you touch my body we touching bodies tonight we getting bodied i touch your body while you touch my body we touching bodies tonight we getting bodied   beyoncé  swizz beatz getting bodied getting bodied getting bodied getting bodied getting bodied if you want my body won't you get me bodied you want my body won't you get me bodied hey,joy
Billie Eilish,Watch (Cole Jackson Remix),lips meet teeth and tongue my heart skips eight beats at once if we were meant to be we would have been by now see what you wanna see but all i see is him right now   i'll sit and watch your car burn with the fire that you started in me but you never came back to ask it out go ahead and watch my heart burn with the fire that you started in me but ill never let you back to put it out   your love feels so fake and my demands aren't high to make if i could get to sleep i would have slept by now your lies will never keep i think you need to blow 'em out   ill sit and watch your car burn with the fire that you started in me but you never came back to ask it out go ahead and watch my heart burn with the fire that you started in me but i'll never let you back to put it out   i'll sit and watch your car burn with the fire that you started in me but i'll never let you back to put it out   when you call my name do you think i'll come runnin' you never did the same so good at givin' me nothin' when you close your eyes do you picture me when you fantasize am i your fantasy now you know now im free   ill sit and watch your car burn with the fire that you started in me but you never came back to ask it out,anger
BTS (방탄소년단),Outro: Wings,jungkook rm take me to the sky put your hands up to the sky yeah if you feelin' the vibe uh if you're ready to fly yo j let's do it   jhope 어릴 적의 날 기억해 큰 걱정이 없었기에 이 작은 깃털이 날개가 될 것이고 그 날개로 날아보게 해줄 거란 믿음 신념 가득 차 있었어 웃음소리와 함께   rm 새처럼 가지 말라는 길을 가고 하지 말라는 일을 하고 원해선 안 될 걸 원하고 또 상처받고 상처받고 you can call me stupid 그럼 난 그냥 씩 하고 웃지 난 내가 하기 싫은 일로 성공하긴 싫어 난 날 밀어 word   suga 난 날 믿어 내 등이 아픈 건 날개가 돋기 위함인 걸 날 널 믿어 지금은 미약할지언정 끝은 창대한 비약일 걸 fly fly up in the sky fly fly get 'em up high 니가 택한 길이야 새꺄 쫄지 말어 이제 고작 첫 비행인 걸 uh  pre jungkook v jin take me to the sky 훨훨 날아갈 수 있다면 영영 달아날 수 있다면 if my wings could fly 점점 무거워지는 공기를 뚫고 날아 날아 나 날아 난 날아가 higher than higher than higher than the sky 날아 나 날아 난 날아가 붉게 물든 날개를 힘껏   jungkook jimin v spread spread spread my wings la la la la la la la la la la la la spread spread spread my wings la la la la la la la la la la la la wings are made to fly fly fly fly fly fly if my wings could fly  4 jhope 이제 알겠어 후회하며 늙어 가는 건 break up 나는 택했어 조건 없는 믿음을 가지겠어 it's time to be brave i'm not afraid 날 믿기에 나 예전과는 다르기에 내가 가는 길에 울지 않고 고개 숙이지 않어 거긴 하늘일 테고 날고 있을 테니까 fly   jungkook jimin v spread spread spread my wings la la la la la la la la la la la la spread spread spread my wings la la la la la la la la la la la la wings are made to fly fly fly fly fly fly if my wings could fly,joy
Ariana Grande,7 rings,yeah breakfast at tiffany's and bottles of bubbles girls with tattoos who like getting in trouble lashes and diamonds atm machines buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought it'd turn me to a savage rather be tied up with calls and not strings write my own checks like i write what i sing yeah yeah  pre my wrist stop watchin' my neck is flossy make big deposits my gloss is poppin' you like my hair gee thanks just bought it i see it i like it i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it yep   wearing a ring but ain't gon' be no mrs bought matching diamonds for six of my bitches i'd rather spoil all my friends with my riches think retail therapy my new addiction whoever said money can't solve your problems must not have had enough money to solve 'em they say which one i say nah i want all of 'em happiness is the same price as redbottoms  pre my smile is beamin' yeah my skin is gleamin' is gleamin' the way it shine i know you've seen it you've seen it i bought a crib just for just for the closet closet both his and hers i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it baby you like my hair gee thanks just bought it oh yeah i see it i like it i want it i got it yep   yeah my receipts be lookin' like phone numbers if it ain't money then wrong number black card is my business card the way it be settin' the tone for me i don't mean to brag but i be like put it in the bag yeah when you see them racks they stacked up like my ass yeah shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet ain't got enough money to pay me respect ain't no budget when i'm on the set if i like it then that's what i get yeah   i want it i got it i want it i got it oh yeah i want it i got it i want it i got it oh yeah yeah you like my hair gee thanks just bought it i see it i like it i want it i got it i see yep,anger
Beyoncé,Denial (Poem),i tried to change closed my mouth more tried to be soft prettier less awake fasted for 60 days wore white abstained from mirrors abstained from sex slowly did not speak another word and that time my hair i grew past my ankles i slept on a mat on the floor i swallowed a sword i levitated into the basement confessed my sins and was baptized in a river got on my knees and said amen and said i mean i whipped my own back and asked for dominion at your feet i threw myself into a volcano i drank the blood and drank the wine i sat alone in begged and bent at the waist for god i crossed myself in thought i saw the devil i grew thickened skin on my feet i bathed in bleach and plugged my menses with the pages from the holy book but still inside me coiled deep was the need to know are you cheating are you cheating on me,anger
BTS (방탄소년단),Born Singer,정국 i'm a born singer 좀 늦어버린 고백 i swear 언제나 멀기만 했었던 신기루가 눈 앞에 있어 여기 있어 뷔 i'm a born singer 어쩌면 이른 고백 그래도 너무 행복해 i'm good   슈가 난생 처음 방탄이란 이름으로 선 무대 삼년 전 첫무대의 마음을 다시 검문해 여전히 대구 촌놈 랩퍼와 다를게 없었지 but 아마추어란 단어 위에 프로란 단어를 덧 썼지 그토록 원하던 무대 랩을 하며 춤 출때 아직 살아 있음을 느껴 피곤하고 고된 출퇴근 따위는 견딜만해 내사람들이 지켜보니까 몸이 아파도 버틸만해 함성들이 밀려 오니까 데뷔 전후의 차의점 아이돌과 랩퍼 사이 경계에 살아도 여전히 내 공책엔 라임이 차있어 대기실과 무대 사이에선 펜을 들고 가사를 써 이런 내가 니들 눈에는 뭐가 달라졌어 damn shit 난 여전해 내가 변했다고 what 가서 전해 변함없이 본질을 지켜 i'm still rapperman 년전과 다름없이 랩하고 노래해 i'm out   정국 i'm a born singer 좀 늦어버린 고백 i swear 언제나 멀기만 했었던 신기루가 눈 앞에 있어 여기 있어 진 i'm a born singer 어쩌면 이른 고백 그래도 너무 행복해 i'm good   랩몬스터 솔직해 두려웠었어 큰 소린 쳐놨는데 날 증명한다는게 펜과 책만 알던 애가 이제 세상을 놀래킨다는게 i dunno 세상의 기대치와 너무 비대칭 할까봐 두려웠어 나를 믿어줬던 모든 사람들을 배신하게 될까봐 무건운 어께를 펴고 첫 무대에 올라 차나의 짧은 정적 숨을 골라 내가 지켜봤던 사람들이 이젠 날 지켜보고 있네 항상 올려봤던 tv속 그들이 지금은 내 밑에 uh 주마등처럼 스칠 틈도 없이 한번뿐인 연극은 시작 돼버렸지 번만에 증발한 내 년의 피땀 피터지는 마이크와의 기싸움 몇십초일 뿐이었지만 똑똑히 쏟아내 i'm fucking real 야임마 니 꿈은 뭐야 나는 랩스타가 되는 거야 can't you feel 그리고 내려온 순간 그 함성 yeah i could read your mind uh yeah i could read your mind 물음표 내신 미소만 말없이 멤버들은 그저 내 어깨를 두드렸줬어 꼭 엊그제같은데 스무 밤이 흘러가 버렸어 and let the haters hate on me 걔네가 늘상 해온 일 니네가 키보드 놀릴동안 난 내 꿈들을 채웠지 썬글라스 hairstyle 뭘 욕하는지 알아 어쨌든 스무살에 너보다 잘나가는 나야   뷔 i'm a born singer 좀 늦어버린 고백 i swear 언제나 멀기만 했었던 신기루가 눈 앞에 있어 여기 있어 지민 i'm a born singer 어쩌면 이른 고백 그래도 너무 행복해 i'm good   제이홉 우리가 뛰었던 날 우리 같이 겪었던 날 년이란 시간 모두 하나가 됐던 마음 그렇게 흘린 피땀이 날 적시네 무대가 끝난 뒤 눈물이 번지네 매순간 마다 자신에게 다짐해 초심을 잃지 않게 한상 나답게 처음의 나에게 부끄럽지 않게 so we go we go we go 더 위로 위로 위로   all i'm a born singer 좀 늦어버린 고백 i swear 언제나 멀기만 했었던 신기루가 눈 앞에 있어 여기 있어 i'm a born singer 어쩌면 이른 고백 그래도 너무 행복해 i'm good  jungkook i'm a born singer jom neujeobeorin gobaek i swear eonjenna meolgiman haesseotdeon shingiruga noon abe isseo yeogi isseo v i'm a born singer eojjeomyeon ireun gobaek geuraedo neomu haengbokhae i'm good  suga nansaeng cheoeum bangtaniran ireumeuro seon mudae samnyeon jeon cheotmudaeui maeumeul dashi geomunhae yeojeonhi daegu chonnom raeppeowa dareulge eobseotji but amachueoran daneo wie peuroran daneoreul deot sseotji geutorok weonhadeon mudae raepeul hamyeo choom choolddae ajik sala isseumeul neuggyeo pigonhago godwin chooltwindae ddawineun gyeondilmanhae naesaramdeuli jikyeobonigga momi apado beotilmanhae hamseongdeuli millyeo onigga debwi jeonhooui chauijeom aidolgwa raeppeo sai gyeonggyeeh salado yeojeonhi nae gongcheken raimi chaisseo daegishilgwa mudae saieseon peneul deulgo gasareul sseo ireon naega nideul nooneneun myeoga dallajweosseo damn shit nan yeojeonhae naega byeonhaetdago what gaseo jeonhae byeonhameobshi bonjileul jikyeo i'm still rapperman samnyeonjeongwa dareumeobshi raebhago noraehae i'm out  jungkook i'm a born singer jom neujeobeorin gobaek i swear eonjenna meolgiman haesseotdeon shingiruga noon abe isseo yeogi isseo jin i'm a born singer eojjeomyeon ireun gobaek geuraedo neomu haengbokhae i'm good  rap monster soljikhae duryeoweosseoseo keun sorin chweonwatneunde nal jeungmyeonghandaneun pengwa chaekman aldeon aega ije sesangeul nollaekindaneunge i dunno sesangui gidaechiwa neomu bidaeching halggabwa duryeoweosseo nareul mideojweodeon modeun saramdeuleul bashinhage dwilggabwa mugwonun eoggeoreul pyeogo cheot mudaee olla chanaui jjalbeun jeongjeok soomeul golla naega jikyeobwatdeon saramdeuli ijen nal jikyeobogo itne hangsang ollyeobwatdeon tvsok geudeuli jigeumeun nae miteh uh jumadeungcheoreom seuchil teumdo eobshi hanbeonbbunin yeongeukeun shijak dwaebeoryeotji sambeonmane jeungbalhan nae samnyeonui piddam piteojineun maikeuwaui gissaoom myeotshibchoil bboonieotjiman ddokddokhi ssodanae i'm fucking real yaimma ni ggumeun myeoya naneun raebseuteoga dwaneun geoya i can't you feel geurigo naeryeoon soogan geu hamsung yeah i could read your mind uh yeah i could read your mind mooleulpyo naeshin misoman maleobshi membeodeuleun geujeo nae eoggeoreul dudeuryeosseo ggok eotgeujegateunde seumu bami heulryeobeoryosseo and let the haters on me gyaenega neulsang haeohn il ninega kibodeu nolrildongan nan nae ggumdeuleul chaeweotji sungeullaseu hairstyle wae yokhaneunji ara eojjaetdeun seumusale neoboda jalnaganeun naya  v i'm a born singer jom neujeobeorin gobaek i swear eonjenna meolgiman haesseotdeon shingiruga noon abe isseo yeogi isseo jimin i'm a born singer eojjeomyeon ireun gobaek geuraedo neomu haengbokhae i'm good  jhope uriga ddwieotdeon nal uri gachi gyeokeotdeon nal samnyeoniran shigan modu hanaga dwaetdeon maeum geureoge heulrin piddami nal jeokshine mudaega ggeutnan dwi noonmooli beonjine maesungan mada jashinege dajimhae choshimeul ilji anhge hansan nadamge cheoeumui naehge buggeureobji ahnge so we go we go we go deo wiro wiro wiro  all i'm a born singer jom neujeobeorin gobaek i swear eonjenna meolgiman haesseotdeon shingiruga noon abe isseo yeogi isseo i'm a born singer eojjeomyeon ireun gobaek geuraedo neomu haengbokhae i'm good   english translation   jungkookv i'm a born singer just a bit late to confess  i swear  there's a mirage right here always far from me  yes it's here  i'm a born singer just a bit early to confess anyway i'm so happy i'm good   suga suga the very first stage named as bts remind the mind three years ago i had still i was a hick but i became a pro no more amateur when i'm on stage rapping and dancing which i wanted so badly i feel alive although it's hard and tough i can handle it cause you're supporting me i can stand the pain cause i can hear shouting my name i'm in a boundary between idol and rapper still my notes are full of rhymes i write down the lyrics between on and off stage do i look something different i used to be damn shit i am still who i am something changed go tell them nothing changed i'm still a rapper man i still rap and sing as  years ago i'm out  refrain jungkookjin i'm a born singer just a bit late to confess  i swear  there's a mirage right here always far from me  yes it's here  i'm a born singer just a bit early to confess anyway i'm so happy i'm good   rap monster frankly i was afraid to prove the big mouth i've told how to surprise the world with something else i dunno maybe i'll let you down i was afraid of making my people down but i straighten my shoulders and make my debut the moment of silence get my breath back the people i've seen are now staring at me fancy tv stars are now below me uh it was a very fast time the only once play has started it just took  minutes to show my  years the fierce fought with mic though it's a few seconds i put everything in i'm fuckin' real hey you what do you dream mine is a rapstar can't you feel the shouts after the stage yeah i could read your mind uh yeah i could read your mind no more questions just smile my team just tapped my shoulder it seems like yesterday but already past 0 days and let the haters on me it's their job when you play with the keyboard i've made my career sunglasses hair style know why you insult me anyway on 0 years old i'm better than you  refrain vjimin i'm a born singer just a bit late to confess  i swear  there's a mirage right here always far from me  yes it's here  i'm a born singer just a bit early to confess anyway i'm so happy i'm good   jhope remember the day we've been through  years we were as one that extremely hard days make me wet after the stage drop the tears every single time swear not to forget the very first intention always like me live up to me so we go we go we go more up up up   all i'm a born singer just a bit late to confess  i swear  there's a mirage right here always far from me  yes it's here  i'm a born singer just a bit early to confess anyway i'm so happy i'm good yeah yeah yeah,joy
Billie Eilish,​idontwannabeyouanymore,don't be that way fall apart twice a day i just wish you could feel what you say show never tell but i know you too well kind of mood that you wish you could sell   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you anymore   hands hands getting cold losing feeling is getting old was i made from a broken mold hurt i can't shake we've made every mistake only you know the way that i break   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you i don't wanna be you i don't wanna be you anymore,joy
BTS (방탄소년단),낙원 (Paradise),방탄소년단의 낙원 가사   jungkook marathon marathon 삶은 길어 천천히 해 495 그 끝엔 꿈의 낙원이 가득해  pre jimin jungkook 하지만 진짜 세상은 약속과는 달라 우린 달려야 해 밟아야 해 신호탄을 쏘면 너 목적지도 없어 아무 풍경도 없어 숨이 턱까지 넘칠 때 you need to you need to   v jungkook jin jimin 멈춰서도 괜찮아 아무 이유도 모르는 채 달릴 필요 없어 꿈이 없어도 괜찮아 잠시 행복을 느낄 네 순간들이 있다면 멈춰서도 괜찮아 이젠 목적도 모르는 채 달리지 않아 꿈이 없어도 괜찮아 네가 내뱉는 모든 호흡은 이미 낙원에   rm 우린 꿈을 남한테서 꿔 빚처럼 위대해져야 한다 배워 빛처럼 너의 dream 사실은 짐 미래만이 꿈이라면 내가 어젯밤 침대서 꾼 건 뭐 꿈의 이름이 달라도 괜찮아 다음달에 노트북 사는 거 아니면 그냥 먹고 자는 거 암것도 안 하는데 돈이 많은 거 꿈이 뭐 거창한 거라고 그냥 아무나 되라고 we deserve a life 뭐가 크건 작건 그냥 너는 너잖어  pre jimin jimin  jungkook 하지만 진짜 세상은 약속과는 달라 우린 달려야 해 밟아야 해 신호탄을 쏘면 너 목적지도 없어 아무 풍경도 없어 숨이 턱까지 넘칠 때 you need to you need to   jungkook jin v jimin 멈춰서도 괜찮아 아무 이유도 모르는 채 달릴 필요 없어 꿈이 없어도 괜찮아 잠시 행복을 느낄 네 순간들이 있다면 멈춰서도 괜찮아 이젠 목적도 모르는 채 달리지 않아 꿈이 없어도 괜찮아 네가 내뱉는 모든 호흡은 이미 낙원에   suga i don't have a dream 꿈을 꾸는 게 때론 무섭네 그냥 이렇게 살아가는 게 살아남는 게 이게 나에겐 작은 꿈인데 꿈을 꾸는 게 꿈을 쥐는 게 숨을 쉬는 게 때론 버겁네 누군 이렇게 누군 저렇게 산다면서 세상은 내게 욕을 퍼붓네  4 jhope yeah 세상은 욕할 자격이 없네 꿈을 꾸는 법이 무엇인지 가르쳐 준 적도 없기에 꾸며 낸 꿈이기에 눈물의 잠꼬대 악몽에서 깨워내 널 위해 이젠 매일 웃어보자고 저 낙원에서   v jimin 멈춰서도 괜찮아 이젠 목적도 모르는 채 달리지 않아 꿈이 없어도 괜찮아 네가 내뱉는 모든 호흡은 이미 낙원에   all stop runnin' for nothin' my friend now 어리석은 경주를 끝내 stop runnin' for nothin' my friend 네가 내뱉는 모든 호흡은 이미 낙원에 stop runnin' for nothin' my friend 다 꾸는 꿈 따윈 없어도 돼 stop runnin' for nothin' my friend 너를 이루는 모든 언어는 이미 낙원에,joy
Beyoncé,If I Were a Boy,if i were a boy even just for a day i'd roll out of bed in the morning and throw on what i wanted then go drink beer with the guys and chase after girls i'd kick it with who i wanted and i'd never get confronted for it 'cause they'd stick up for me   if i were a boy i think i could understand how it feels to love a girl i swear i'd be a better man i'd listen to her 'cause i know how it hurts when you lose the one you wanted 'cause he's taken you for granted and everything you had got destroyed   if i were a boy i would turn off my phone tell everyone it's broken so they'd think that i was sleepin' alone i'd put myself first and make the rules as i go 'cause i'd know that she'd be faithful waitin' for me to come home to come home   if i were a boy i think i could understand how it feels to love a girl i swear i'd be a better man i'd listen to her 'cause i know how it hurts when you lose the one you wanted wanted 'cause he's taken you for granted granted and everything you had got destroyed   it's a little too late for you to come back say it's just a mistake think i'd forgive you like that if you thought i would wait for you you thought wrong   but you're just a boy you don't understand yeah you don't understand oh how it feels to love a girl someday you'll wish you were a better man you don't listen to her you don't care how it hurts until you lose the one you wanted 'cause you've taken her for granted and everything you have got destroyed but you're just a boy,anger
